tlgroup_id;exercise_id
c5409047bddbd9fd980cf527ff3bc9547976ae24;5a4f1547961da48ee70e7fe0fe943f85244c3943
c5409047bddbd9fd980cf527ff3bc9547976ae24;44a11af0f023322b4ce5f2c8f45886d5015bf0d6
c5409047bddbd9fd980cf527ff3bc9547976ae24;a2d9dceb89119449d16317451fb9a9b663a42244
c5409047bddbd9fd980cf527ff3bc9547976ae24;ea27799afa5fa15b0b6fb6b420a88d58ad9ed10d
c5409047bddbd9fd980cf527ff3bc9547976ae24;5cb2fcdb6c5de7d9afbb09b2c7e32480e1e179fa
c5409047bddbd9fd980cf527ff3bc9547976ae24;7e12cd06730769b94e0063d16391b28c39825db1
c5409047bddbd9fd980cf527ff3bc9547976ae24;b642a2c912193139e3647b3aba9db5cce7d269c8
c5409047bddbd9fd980cf527ff3bc9547976ae24;ec8c357e2ad61c036f984e78d4a4fd6e03c64b44
c5409047bddbd9fd980cf527ff3bc9547976ae24;6dce51e3cd0fa94f23902961941160de4757e1a8
c5409047bddbd9fd980cf527ff3bc9547976ae24;d91483b933e6f1fa230c240b77fd3175688018c9
c5409047bddbd9fd980cf527ff3bc9547976ae24;87b32bd5d6a406b16eeedd6190229a1a8bcf1fec
c5409047bddbd9fd980cf527ff3bc9547976ae24;19232e5c0e6d63725f9eea841cacd234a48b98e5
c5409047bddbd9fd980cf527ff3bc9547976ae24;2e585f7f01ea39eecbcf3dbdd081992463f2c141
c5409047bddbd9fd980cf527ff3bc9547976ae24;5b82e1fe762d0e7a8ab7b22d3dca77f7f38ea116
c5409047bddbd9fd980cf527ff3bc9547976ae24;5f075bd615565304287e949316f7ef1ded210d35
c5409047bddbd9fd980cf527ff3bc9547976ae24;36c53eb50b64cb5d9ec5a73998842ac8d998ccc5
c5409047bddbd9fd980cf527ff3bc9547976ae24;9bfd56d0a45134aba9a2a6f0f01b4c8b27eb30a7
c5409047bddbd9fd980cf527ff3bc9547976ae24;cf28e4deaaf87d23cf25159f400e18de27246ae1
c5409047bddbd9fd980cf527ff3bc9547976ae24;7056bca94c5d79be473ce8cef7c387758e8d7ec0
c5409047bddbd9fd980cf527ff3bc9547976ae24;c7039aec67784a3b8fb5ae8dc7e7f57509c371dc
c5409047bddbd9fd980cf527ff3bc9547976ae24;aba8f3838c99cda9418c6ab3a1af312e972f4b50
c5409047bddbd9fd980cf527ff3bc9547976ae24;2eb896ded5ef8bda860e3634af26f32226b8c249
c5409047bddbd9fd980cf527ff3bc9547976ae24;cdb9f1a6cb0b1bb6a36dd4deec1d729e90d57717
c5409047bddbd9fd980cf527ff3bc9547976ae24;af589cbc75dd700160cc84eb71c196c2f74b0da3
c5409047bddbd9fd980cf527ff3bc9547976ae24;320e9a63f077bf364e25fc03223ac447cb0275b2
c5409047bddbd9fd980cf527ff3bc9547976ae24;c824d559adc8c2fe8d9540c400733c6851037b4c
c5409047bddbd9fd980cf527ff3bc9547976ae24;71098b32aa07864014d3181f50e1098e66eb7aec
c5409047bddbd9fd980cf527ff3bc9547976ae24;2cf9e7934e18c98f87781029c4ba896ed687832c
c5409047bddbd9fd980cf527ff3bc9547976ae24;471777c855d4311a161ac342cac983767bb4c274
c5409047bddbd9fd980cf527ff3bc9547976ae24;f2f1b13a83415b73f25f6058b518e3b279f27702
c5409047bddbd9fd980cf527ff3bc9547976ae24;f8793089c0590a55e66fce100c5210ae701664e2
c5409047bddbd9fd980cf527ff3bc9547976ae24;e4ac12c0c6c8ea9bc2959add0af34639c64e46ba
c5409047bddbd9fd980cf527ff3bc9547976ae24;cdedd7a4396849a9296469557c6b696f6f82201c
c5409047bddbd9fd980cf527ff3bc9547976ae24;02e80fbed8da3e3013ff2c601530d943d4fd0240
c5409047bddbd9fd980cf527ff3bc9547976ae24;d1d1ceb074d415652e87089e19b741d09adb3438
c5409047bddbd9fd980cf527ff3bc9547976ae24;65221ee3f1d499a5de14e126abfb19d0d14a02b8
c5409047bddbd9fd980cf527ff3bc9547976ae24;aab312589c318482ba64d5a3b2e7e89705698e88
c5409047bddbd9fd980cf527ff3bc9547976ae24;7355f738680f7b70a494de7423c2b32f1d774504
c5409047bddbd9fd980cf527ff3bc9547976ae24;f6d97b8da1cae499f775b3e8219c7f1c38d2fd4f
c5409047bddbd9fd980cf527ff3bc9547976ae24;09f69ce3d754c81b7463dd9da6984966616cbb3b
c5409047bddbd9fd980cf527ff3bc9547976ae24;3eab3691fde0827a268215c267410e143fadbf02
c5409047bddbd9fd980cf527ff3bc9547976ae24;956d8e6cfa35ee8e5dbdceb843b367d553b03760
c5409047bddbd9fd980cf527ff3bc9547976ae24;dc102cb9e3659f7f3b1b2276a1de58c4c3f13229
c5409047bddbd9fd980cf527ff3bc9547976ae24;9dbcdceffc6b26c33321754a739e19dddb495650
c5409047bddbd9fd980cf527ff3bc9547976ae24;fce2699859e9e05deed4cdcc8325a62b1391ada9
c5409047bddbd9fd980cf527ff3bc9547976ae24;a1644048440c7b363f060e99102dd51097badf70
c5409047bddbd9fd980cf527ff3bc9547976ae24;f7f233347a9ced75b638d3ae7e292123b36a1eca
c5409047bddbd9fd980cf527ff3bc9547976ae24;107e61ba4c699f668f01ceac34d15b17b6642bbd
c5409047bddbd9fd980cf527ff3bc9547976ae24;a0e330fc80f4b2e646b452c9fe7bd78df05c5829
c5409047bddbd9fd980cf527ff3bc9547976ae24;aaedb5ccfb40f5944e4d8fd5cdecc7f50f81a393
c5409047bddbd9fd980cf527ff3bc9547976ae24;76707d3577b2c9e457e5cea2f3a761150de34f17
c5409047bddbd9fd980cf527ff3bc9547976ae24;a028b603a6ed3fef10d17483749446682ffcb084
c5409047bddbd9fd980cf527ff3bc9547976ae24;ca42d26a2041b6740554980413709ef864385be1
c5409047bddbd9fd980cf527ff3bc9547976ae24;cf0bccb5a3768a1a9fe364489d9422f6cae5fa5a
c5409047bddbd9fd980cf527ff3bc9547976ae24;790b990b3e5858e16b1f0bd3db657ffcea8b565a
c5409047bddbd9fd980cf527ff3bc9547976ae24;98908f1e42d5d529d1b9b7a3d2795d9ce2563739
c5409047bddbd9fd980cf527ff3bc9547976ae24;7990398eb070683732d2adbebe8e7325c4644569
c5409047bddbd9fd980cf527ff3bc9547976ae24;e0a85e48d80200948c67483cce05fd90786eaff2
c5409047bddbd9fd980cf527ff3bc9547976ae24;960e6408668f0bf8311172b2abd140d3eb752510
c5409047bddbd9fd980cf527ff3bc9547976ae24;a6482835e680f54c6fa2b6f828f9b25010b53916
c5409047bddbd9fd980cf527ff3bc9547976ae24;7164113e8274927b7ecde86e0b0b7513a998ee7d
c5409047bddbd9fd980cf527ff3bc9547976ae24;721b19cc178f641e07c215873c0a356917f7a524
c5409047bddbd9fd980cf527ff3bc9547976ae24;4b5a681aebb789230dfcfa1baf09e49d27bbb575
c5409047bddbd9fd980cf527ff3bc9547976ae24;0760d9e14fce04e643585ce6cd69ab48babbb588
c5409047bddbd9fd980cf527ff3bc9547976ae24;ab7529886f6d70503f791afe8694483c990791f5
c5409047bddbd9fd980cf527ff3bc9547976ae24;cb102f3690a7b413b18fbeba04afe5143d31a4eb
c5409047bddbd9fd980cf527ff3bc9547976ae24;53995631f4aaad2a8b097c22726d37903fa71513
c5409047bddbd9fd980cf527ff3bc9547976ae24;57281a5a82f6a1e298df81995ce2e8e28bd8002b
c5409047bddbd9fd980cf527ff3bc9547976ae24;6babdf6885ddb3d736a0c812715966633402bc2e
c5409047bddbd9fd980cf527ff3bc9547976ae24;4ee2c1d4c01b8797b3cd50616196ee8c08d154c9
c5409047bddbd9fd980cf527ff3bc9547976ae24;3e1c97e2ae17e6bc9fa7d8940ce592a25076342c
c5409047bddbd9fd980cf527ff3bc9547976ae24;86b976c557e552b1973d3e8233d62302cb3ac1fd
c5409047bddbd9fd980cf527ff3bc9547976ae24;bbdfc3389e4fa95f905358e38ce09a308f665c61
c5409047bddbd9fd980cf527ff3bc9547976ae24;a42ecf0c03939c43f176f2cd98e467c3be3918d0
c5409047bddbd9fd980cf527ff3bc9547976ae24;b61e3ae20970e09210578b19ab0c4d9ca33972ea
c5409047bddbd9fd980cf527ff3bc9547976ae24;21f539bb82096599960ade7f988ea135c72a3908
c5409047bddbd9fd980cf527ff3bc9547976ae24;7fe6b63ff2ad26379d40663bdb15d2695e2f0877
c5409047bddbd9fd980cf527ff3bc9547976ae24;d7ec30a436abdfa6520fcd39c5bbd07ac9ba0d28
c5409047bddbd9fd980cf527ff3bc9547976ae24;25ac8ef71cd3feecc31777f2fa584de6ae3ade01
c5409047bddbd9fd980cf527ff3bc9547976ae24;95393338c47355b7f3c26eff23d80d07196f41a1
c5409047bddbd9fd980cf527ff3bc9547976ae24;2a8e1b033948826d03672ebfb989987750daf0b4
c5409047bddbd9fd980cf527ff3bc9547976ae24;2763e24311a5673a7acaa82181502ace834ed374
c5409047bddbd9fd980cf527ff3bc9547976ae24;013db40d1124998c945d976ab7f9abeca315da36
c5409047bddbd9fd980cf527ff3bc9547976ae24;8cc550dcbdacd22b6f47910ac3249cb1e351b8a6
c5409047bddbd9fd980cf527ff3bc9547976ae24;8e459b0389dfbaad47563ca2843bd4cd5bdeb65b
c5409047bddbd9fd980cf527ff3bc9547976ae24;32fe82e0c951d870214b4cde7d96faea113384e9
c5409047bddbd9fd980cf527ff3bc9547976ae24;fd0e132400b7490b3120026bfac61413cfdb1d7d
c5409047bddbd9fd980cf527ff3bc9547976ae24;53ad2ebaf4a95646f567a96d0ec14b028cdb3b62
c5409047bddbd9fd980cf527ff3bc9547976ae24;ed6d0c4efd16679cb9e6f08d2931c4c9d6db688c
c5409047bddbd9fd980cf527ff3bc9547976ae24;615743ac5782e161080408d7a8fd551e16a3a977
c5409047bddbd9fd980cf527ff3bc9547976ae24;f3fa0f2baf4c7ab4c4ec2c29139ac1e1c485c643
c5409047bddbd9fd980cf527ff3bc9547976ae24;3d3ad9811732e889d615dfa812b9d5dc9311183c
c5409047bddbd9fd980cf527ff3bc9547976ae24;279adb405513d7bc23abfbf60f9b0cdf344a97fb
c5409047bddbd9fd980cf527ff3bc9547976ae24;5797dbb952232f17597f89e1df0c2c79d88a51d0
c5409047bddbd9fd980cf527ff3bc9547976ae24;dd3430130da20edbbb4d8141cdddd505e5429496
c5409047bddbd9fd980cf527ff3bc9547976ae24;a98ce9b66d4514576d373425059d08177698a892
c5409047bddbd9fd980cf527ff3bc9547976ae24;84fbc82d9cefebb73106402b59663f9ebed478f8
c5409047bddbd9fd980cf527ff3bc9547976ae24;970c0afb1cf44132c08cb4206d5a99ee805e07f9
c5409047bddbd9fd980cf527ff3bc9547976ae24;d870c062d84b6bd5660d7853e60f57057dc3f1bb
c5409047bddbd9fd980cf527ff3bc9547976ae24;8d46eabfa2031628c7d2912bd6dcec21cd5875b8
c5409047bddbd9fd980cf527ff3bc9547976ae24;713ae55fbb0d6480f3e13c5bb2692fdc457cceb7
c5409047bddbd9fd980cf527ff3bc9547976ae24;67be67eeea5b99a49a6d68756765ac97b93354bd
c5409047bddbd9fd980cf527ff3bc9547976ae24;bd627ee51c9ad745aa0a9eabe8f32d1728107983
c5409047bddbd9fd980cf527ff3bc9547976ae24;2e1123f69f3d16e5f98c00ed403b764a898a6212
c5409047bddbd9fd980cf527ff3bc9547976ae24;af80bf1a4332e9a10cdaa17fed5971b6bc585086
c5409047bddbd9fd980cf527ff3bc9547976ae24;5875e3a51f6653a862f73ab41e2b4a235b7b394e
c5409047bddbd9fd980cf527ff3bc9547976ae24;4691caf739cf42572647db295b2d4cd339e8c0c5
c5409047bddbd9fd980cf527ff3bc9547976ae24;9febd514d670c0e0ba7f5b160b3d2d1258dfaddf
